,asin,helpful,overall,reviewerID,unixReviewTime
399,783227477,"[4, 6]",3,AUTQ52YX59A6C,978393600
400,783227477,"[8, 9]",4,A3QNY1YCCEALHP,1008374400
401,783227477,"[190, 203]",4,A2BBTQXL88P45,1029715200
402,783227477,"[7, 8]",5,A1JUYF5D6TFFHB,1090022400
403,783227477,"[6, 6]",5,A2JFDCLA9PZGQ0,1173571200
404,783227477,"[0, 0]",5,AYJBB03GWH7VA,1342656000
405,783228503,"[7, 9]",5,A13IJSSLR27SU,1077667200
406,783228503,"[0, 0]",4,ANGH6401L9Y0T,1337385600
407,783228503,"[8, 9]",5,A2E4XR9HCYC7EX,1107129600
408,783228503,"[0, 0]",5,A3BBY3CZ5IWPGX,1327881600
409,783228503,"[0, 0]",5,A6TYHY7LOFTNW,1386547200
410,783228503,"[0, 0]",5,A1B0IHL4JZBPH5,1389571200
411,783228503,"[0, 0]",5,A1MTPSH65BPMTN,1325462400
412,783228503,"[1, 3]",3,A2G1BMXBBZRPEP,1180742400
413,783228503,"[1, 1]",5,A3TD7B0CT1NHO4,1056326400
414,783228503,"[1, 1]",4,A1L1GM88JCXGLQ,1362355200
415,783228503,"[1, 1]",5,A1BATHNY2QAZI2,1357776000
416,783228503,"[0, 1]",3,AEGYKCHYY809X,1397347200
417,783228503,"[1, 1]",5,A2OYT6UXIH4WSS,1262131200
418,783228503,"[126, 128]",1,A38UUEPJ2R0L1T,1298419200
419,783228503,"[0, 0]",4,AXAT12OVCGZL2,960768000
420,783228503,"[0, 4]",4,A2DDDAAZTYD8I7,1150588800
421,783228503,"[0, 0]",4,A370Z6I5GBWU44,1313107200
422,783228503,"[0, 0]",5,A2WKKTVYS5H61M,1015977600
423,783228503,"[1, 1]",5,A37EWN5SS67OOA,1051747200
424,783228503,"[1, 1]",5,A1BA72K4VK1UN1,1192492800
425,783228503,"[2, 4]",5,AY99WNAYRUIFC,1069632000
426,783228503,"[1, 1]",5,A19ZEEZTGIXUOL,1357603200
427,783228503,"[4, 4]",5,A152HV6669BVV6,1060560000
428,783228503,"[1, 1]",5,A35ZK3M8L9JUPX,1264377600
429,783228503,"[0, 0]",5,AN6HVTNPEXFON,1369267200
430,783228503,"[0, 0]",5,A3TP4ADHTP9V4X,1096848000
431,078322852X,"[0, 0]",5,ANCOMAI0I7LVG,1339113600
432,078322852X,"[1, 2]",3,ANGH6401L9Y0T,1337385600
433,078322852X,"[0, 0]",4,A2VNHNS58QI0NO,1388361600
434,078322852X,"[0, 0]",5,A1E8OGV9SO0E0P,1243641600
435,078322852X,"[0, 0]",4,A2G1BMXBBZRPEP,1180742400
436,078322852X,"[1, 1]",5,A7Y6AVS576M03,973123200
437,078322852X,"[0, 0]",5,A38FXXC0TT7MG9,1377734400
438,078322852X,"[0, 0]",4,A370Z6I5GBWU44,1313107200
439,078322852X,"[14, 14]",5,A196JN53PG0C7R,1221696000
440,078322852X,"[3, 4]",5,AY99WNAYRUIFC,1069632000
441,078322852X,"[0, 0]",5,A19ZEEZTGIXUOL,1357603200
442,078322852X,"[1, 5]",1,A2TFWLHE25JD06,1353801600
443,078322852X,"[0, 0]",5,AG8M7ICZ9MFU3,1363996800
444,078322852X,"[0, 0]",5,A2P7ED0A9AVCDU,1282608000
445,783233485,"[3, 3]",5,A3BRHTAUBZUGK8,1247875200
446,783233485,"[1, 1]",5,AJ8CBMFSPRKQU,1250380800
447,783233485,"[1, 1]",5,A1FCW3F4Q2YW23,1373241600
448,783233485,"[5, 5]",5,A19EKT8H85AKO5,1250121600
449,783233485,"[1, 1]",5,A1C8XT5VS6T3YV,1372896000
450,783233485,"[4, 4]",5,A36CHPMHHD1IO5,1136160000
451,783233485,"[18, 19]",3,A2INJ1HLE7HJGK,1174089600
452,783233485,"[1, 1]",5,AXL90SLU4QVX5,1343347200
453,783233485,"[2, 2]",5,A24VCDADYAIHAM,1280620800
454,783233485,"[2, 5]",5,A16CZRQL23NOIW,1116806400
455,783233485,"[1, 2]",5,A22VNXHU6IZ5MT,1174694400
456,783233485,"[1, 1]",5,A12R54MKO17TW0,1321315200
457,783233485,"[3, 4]",5,A2CTI4PWB2XWX5,1297728000
458,783233485,"[3, 3]",5,A1CQCS17LQCHIH,1236902400
459,783233485,"[3, 4]",5,A2L167UOLOYOO0,1139702400
460,783233485,"[1, 1]",5,A3JND9RGSYUAIL,1310342400
461,783233485,"[43, 43]",5,A34D06JL7LC6MU,1145232000
462,783233485,"[5, 5]",5,A1KFIEQ6LXKSVS,1093564800
463,783233485,"[6, 6]",4,A1ODZ7SDUPEGNK,1261699200
464,783233485,"[1, 1]",5,A6AOLZK82A67C,1396828800
465,783233485,"[10, 10]",5,A3G2DMLKUDFO5Q,1120003200
466,783233485,"[1, 1]",5,A2GR17520DMYES,1167004800
467,783233485,"[3, 3]",5,A22OJHP5J2OHVD,946598400
468,783233485,"[0, 2]",5,A2QHK8FHS79ULD,1189900800
469,783233485,"[7, 7]",5,A8ZP6CFIPWUYN,1100736000
470,783233485,"[12, 15]",5,A3L5965NY9SJAX,1103932800
471,783233485,"[142, 149]",5,A3N3SN2DDD4HCJ,1008374400
472,783233485,"[0, 0]",4,A33RR95A3FAVA6,1369094400
473,783233485,"[19, 19]",4,A2ASIT0JYIGHTA,1069891200
474,788602136,"[4, 7]",3,A15G70V9OBTOVO,1159833600
475,788602136,"[0, 1]",2,A2CS77CAOHQV02,1353801600
476,788602136,"[7, 22]",1,A3TV44K7L1KH2U,1084665600
477,788602136,"[7, 13]",3,A184A7TYY9SKX,1130976000
478,788602136,"[24, 24]",4,A2HCCHW5ADLHJT,1113955200
479,788602136,"[7, 7]",5,A1DMJX06F7D8BY,1127433600
480,788602136,"[3, 4]",4,A2CL818RN52NWN,1131580800
481,788602136,"[8, 8]",4,A2R1SKQMT43GT8,1051488000
482,788602144,"[11, 12]",4,A2YCGMW0ZKPYZ2,1026086400
483,788602144,"[2, 2]",4,A2CS77CAOHQV02,1301011200
484,788602144,"[13, 16]",4,A11X3W1Y5XRTCK,971913600
485,788602144,"[23, 24]",4,A1KM9P5DCBZ1T0,995241600
486,788602144,"[0, 0]",5,A1D3HQWSVEMBAV,1356739200
487,788602144,"[10, 11]",5,A2XFRYFB5CVH2G,1021420800
488,788806270,"[1, 3]",5,AOA7DLVR783CM,1109808000
489,788806270,"[0, 0]",5,A13PCJSIRWAKHE,1016236800
490,788806270,"[4, 81]",1,A3MV1KKHX51FYT,1118448000
491,788806270,"[0, 0]",5,A3J7HGEFD2IDOD,1357776000
492,788806270,"[5, 6]",5,A2SU6CA6HSK85I,1109030400
493,788806270,"[0, 0]",4,A1OTNLGXD57LL8,1394841600
494,788806270,"[6, 8]",4,A2I17T9XB6LSGW,1109548800
495,788806270,"[1, 2]",5,A1S0LBH44ZJ45Z,1382486400
496,788806270,"[0, 0]",5,A3OCO2VYXPPJ9W,1144972800
497,788806270,"[0, 0]",5,A3RNC9BGR4J1ZF,1257897600
498,788806270,"[1, 1]",5,A1T9PJBFBFKSGD,1164153600
499,788806270,"[3, 4]",5,A2C27IQUH9N1Z,1112659200
500,788806270,"[2, 2]",4,ANGH6401L9Y0T,1336608000
501,788806270,"[6, 6]",5,A20EEWWSFMZ1PN,1157068800
502,788806270,"[1, 5]",5,A2TAPL67U2A5HM,1295827200
503,788806270,"[0, 0]",5,A3QSBA4YOYLAP5,1217116800
504,788806270,"[6, 7]",5,A14OKJXPQ7F7GB,1111968000
505,788806270,"[0, 2]",5,A2S5XJK8PFYKH9,1288656000
506,788806270,"[3, 3]",5,A2DF325SNSGH2R,1111363200
507,788806270,"[0, 0]",5,A3N8RZSXKN1OR2,1306800000
508,788806270,"[1, 4]",5,A1AISPOIIHTHXX,1110499200
509,788806270,"[1, 1]",4,A14RY10M7CKY3V,1319155200
510,788806270,"[0, 0]",4,A39CX0EE4BZCZC,1232323200
511,788806270,"[2, 4]",5,A77184QJM3PM,1109721600
512,788806270,"[0, 0]",5,A24MZANCOADH3Y,1361404800
513,788806270,"[16, 16]",5,AWLFVCT9128JV,1137369600
514,788806270,"[6, 8]",5,A8S11VP9Z36D6,1298937600
515,788806270,"[0, 0]",5,AWG2O9C42XW5G,1306972800
516,788806270,"[7, 23]",3,A2CNQ1JV16GHW2,1112486400
517,788806270,"[13, 13]",5,A22S91YEO8DJBF,1108771200
518,788806270,"[0, 0]",5,A2FRKEXDXDN1KI,1300233600
519,788806270,"[0, 5]",5,A3OVTXEKA3M23N,1114214400
520,788806270,"[1, 2]",5,A2MHJJ4HXN8X40,1111968000
521,788806270,"[2, 2]",5,A106YXO3EHVD3J,1376438400
522,788806270,"[1, 1]",5,A29TKSIWA3JKF3,1392854400
523,788806270,"[1, 6]",3,A2G1BMXBBZRPEP,1174521600
524,788806270,"[0, 0]",5,A28RCAA27DE22E,1311552000
525,788806270,"[1, 1]",5,A1FMJJKSVQDDQ,1244592000
526,788806270,"[2, 2]",5,A1S31XLRRB11US,1109721600
527,788806270,"[1, 1]",5,A29QA79VLQGHY6,1112054400
528,788806270,"[0, 0]",5,A3H92TIEJ87IWJ,1373068800
529,788806270,"[4, 5]",5,AAEP8YFERQ8FC,1163635200
530,788806270,"[3, 5]",5,A7Y6AVS576M03,1128470400
531,788806270,"[10, 15]",5,A1DMOOFE9R8N5U,1108944000
532,788806270,"[3, 3]",5,A20JYIHL1W1U54,1131062400
533,788806270,"[1, 1]",5,A384ODJB85EGS5,1339372800
534,788806270,"[0, 0]",5,A3USRUCHAOC3MT,1238198400
535,788806270,"[11, 13]",5,A1IUI3CJUMB7J0,1138665600
536,788806270,"[0, 0]",5,A23O8M7VZVNAHJ,1381017600
537,788806270,"[3, 4]",5,A1RECBDKHVOJMW,1109721600
538,788806270,"[0, 0]",5,A22VNXHU6IZ5MT,1195257600
539,788806270,"[3, 22]",2,AOVJYIUATQKR5,1060646400
540,788806270,"[3, 3]",5,A2GVJ83F092MIS,1109635200
541,788806270,"[2, 2]",5,A1XSXUBCNFIM3W,1109635200
542,788806270,"[1, 1]",5,A2KHGS9SWP4LOF,1339200000
543,788806270,"[5, 6]",5,A10ODC971MDHV8,1123632000
544,788806270,"[0, 0]",5,A3L28UZKNTDV0I,1354233600
545,788806270,"[2, 2]",5,ASHXQOB4GFQOO,1177113600
546,788806270,"[0, 0]",5,A3ADU4J047UKT1,1400803200
547,788806270,"[1, 2]",5,A1DMJHAM09Z8GU,1289952000
548,788806270,"[2, 4]",4,A2RKI7RPP5CJMG,1109635200
549,788806270,"[0, 0]",4,A3AP6H48QHX8BR,1111968000
550,788806270,"[1, 1]",5,A2GPEV42IO41CI,1023926400
551,788806270,"[4, 5]",4,A2RY3JWNMSREMD,1110153600
552,788806270,"[0, 2]",4,A1HPT2C0U83L8G,1228780800
553,788806270,"[9, 10]",5,A11833ACPYC85J,1143417600
554,788806270,"[0, 2]",2,A12KC4IDE1EWA0,1378512000
555,788806270,"[3, 3]",5,A1XYADEC7TLTSP,1089331200
556,788806270,"[7, 9]",5,A2AOZQ3WTNVVOK,1158364800
557,788806270,"[9, 13]",5,A1IANEBSMVGHS9,1121040000
558,788806270,"[10, 13]",4,A2I6MHMAZZDCRX,997920000
559,788806270,"[3, 4]",5,A3E832FY3AIKFT,1096761600
560,788806270,"[1, 2]",5,A35TT1SGEOYHPS,1178668800
561,788806270,"[0, 1]",5,A2J48XSIT82TDP,1319846400
562,788806270,"[4, 5]",5,A2R6RA8FRBS608,1109635200
563,788806270,"[0, 0]",5,A370Z6I5GBWU44,1318723200
564,788806270,"[0, 0]",5,A34RO7EAZ5C5FH,1370390400
565,788806270,"[0, 0]",5,A2RQI7CVN8V6BO,1063238400
566,788806270,"[2, 7]",3,A3LZGLA88K0LA0,1168473600
567,788806270,"[1, 1]",5,A38ZTUNQJVGP6S,1341273600
568,788806270,"[0, 0]",5,A2UQIIJ2CD8REE,1109548800
569,788806270,"[0, 0]",5,A1ER6IYOMM8VCT,1192147200
570,788806270,"[0, 0]",5,A284OUCTV16UMB,1368748800
571,788806270,"[1, 1]",4,A2P3T7WZ9AOW1J,1312329600
572,788806270,"[0, 0]",5,A10HDO8Y8X8CY6,1361491200
573,788806270,"[4, 5]",5,ATMQ311QH86HN,1109203200
574,788806270,"[0, 0]",5,A1H3ACUXJD7F0R,1354924800
575,788806270,"[2, 2]",5,A1ZDBXLPZ11CBS,1109289600
576,788806270,"[1, 1]",4,A1XZ4EAIC71NZV,1371168000
577,788806270,"[0, 0]",5,AWSYTZ2I2MW0V,1335830400
578,788806270,"[0, 0]",5,A3LPQAPU2ILDD0,1165449600
579,788806270,"[0, 0]",5,A1QW1D1SCXFYG7,1392595200
580,788806270,"[0, 0]",5,A1WUMTJOASEL5F,1299801600
581,788806270,"[5, 6]",5,A1VCLTAGM5RLND,1125532800
582,788806270,"[2, 3]",5,AM2PV53UX1JEQ,1110153600
583,788806270,"[0, 0]",5,A2O57LB3BP3WTS,1312761600
584,788806270,"[0, 0]",5,A3BSS2M2DPPV4T,1012435200
585,788806270,"[0, 0]",5,A3F67YZNFDY6YI,1391558400
586,788806270,"[4, 42]",2,A1ED7R80ZWE8IN,1122249600
587,788806270,"[2, 3]",5,A2Q2FODWPJVHF9,1115510400
588,788806270,"[1, 1]",4,A1VABWDOUQLULZ,1361750400
589,788806270,"[3, 3]",5,A2FBJK2NDAD5M0,1109116800
590,788806270,"[0, 0]",4,A15DLG41650O0X,1199923200
591,788806270,"[0, 3]",5,A3LK2GI2UGIC92,1111968000
592,788806270,"[2, 2]",5,A2E0TZSNGNFVHL,1143072000
593,788806270,"[0, 0]",5,A1XFNWGTPMG1AE,1109548800
594,788806270,"[0, 7]",5,A1C9GCHR99WX3F,1002585600
595,788806270,"[1, 1]",5,A2RHQMV5GD18Z8,1330473600
596,788806270,"[3, 5]",5,A37NL9EDUT23IV,1129075200
597,788806270,"[8, 10]",5,AINLA3BDYC455,1110326400
598,788806270,"[1, 7]",3,A2V1KIEKXRI94W,1348272000
599,788806270,"[4, 6]",5,A1CQON0P01BITL,1136419200
600,788806270,"[11, 17]",5,A3O9LMY2DTV2B2,1005955200
601,788806270,"[0, 2]",5,A3K8MOJPD6WRBD,1301961600
602,788806270,"[73, 82]",5,AQP1VPK16SVWM,1109980800
603,788806270,"[1, 9]",5,ARFCORBCTKX1J,1299024000
604,788806270,"[1, 2]",5,A2QACF110GJL1S,1317513600
605,788806270,"[0, 0]",5,APLLDBMLYWJ8A,1317772800
606,788806270,"[0, 0]",5,A1POFVVXUZR3IQ,1248912000
607,078881172X,"[2, 2]",5,AOA7DLVR783CM,1109808000
608,078881172X,"[1, 1]",4,AMP7TQRWAIE84,1202860800
609,078881172X,"[0, 0]",4,A2PV6GK1HV54Y9,1219017600
610,078881172X,"[0, 0]",5,A1G0VFQ9198IUF,1338854400
611,078881172X,"[0, 0]",5,A1S0LBH44ZJ45Z,1382486400
612,078881172X,"[2, 2]",5,A1UXMT6XQFZLA1,1172448000
613,078881172X,"[0, 2]",5,A3EISFBTLEQC69,1259712000
614,078881172X,"[3, 3]",4,A2C27IQUH9N1Z,1009411200
615,078881172X,"[2, 15]",2,ANGH6401L9Y0T,1336608000
616,078881172X,"[1, 2]",5,A28YK7B27X3N0N,1355356800
617,078881172X,"[0, 0]",5,A2989JTX55XL8K,1368057600
618,078881172X,"[0, 0]",4,A3RTIQVULFXZIR,1039996800
619,078881172X,"[2, 2]",4,A230A0OUSSROXB,1383436800
620,078881172X,"[1, 2]",5,A1VQWHOGHZFPVF,1253318400
621,078881172X,"[2, 2]",4,A3EW2L59UBHQSG,981763200
622,078881172X,"[0, 0]",5,A3TOLK34MJLKLE,1202428800
623,078881172X,"[1, 2]",4,A1Q4ZU2Y929N0A,1071187200
624,078881172X,"[2, 3]",5,A3UT4044358ZEX,1176508800
625,078881172X,"[0, 0]",5,A2S5XJK8PFYKH9,1288656000
626,078881172X,"[1, 3]",5,ABH4G7TVI6G2T,1022025600
627,078881172X,"[0, 2]",5,A37IROCI80YM4E,1363564800
628,078881172X,"[0, 0]",5,AK2Q9IQPSTRDU,1006992000
629,078881172X,"[0, 0]",5,A1P2OSB9HV6EAI,1364947200
630,078881172X,"[11, 20]",3,ARJT54V72576E,1021939200
631,078881172X,"[0, 0]",4,A2S3ZLA5CZU4Q7,1327017600
632,078881172X,"[2, 3]",5,A1AISPOIIHTHXX,1173225600
633,078881172X,"[0, 0]",5,A3DID289Y9SI5J,1362614400
634,078881172X,"[1, 1]",5,A1RLR76UR04D4N,1365033600
635,078881172X,"[2, 8]",5,A1WVA7V02PQOY6,1359504000
636,078881172X,"[0, 0]",5,A2U82DYFCISWDQ,1252108800
637,078881172X,"[0, 0]",5,AWG2O9C42XW5G,1403136000
638,078881172X,"[0, 0]",4,A2CNQ1JV16GHW2,1174780800
639,078881172X,"[0, 1]",5,A6TYHY7LOFTNW,1375228800
640,078881172X,"[1, 1]",5,A2FRKEXDXDN1KI,1364601600
641,078881172X,"[1, 1]",4,A3PPSZB0W5DZH6,1282867200
642,078881172X,"[0, 0]",5,AJQFCEOBES7SB,1365897600
643,078881172X,"[1, 1]",5,A106YXO3EHVD3J,1376956800
644,078881172X,"[1, 1]",5,AA5XZVANDXGJE,998265600
645,078881172X,"[2, 2]",5,A3KN6EMLYJLV16,1175644800
646,078881172X,"[1, 5]",4,A138826JMC0J3T,1043107200
647,078881172X,"[0, 0]",5,AKJC1S5TD5ZLL,1026777600
648,078881172X,"[0, 0]",4,A31ALK3OSCNQIF,1013904000
649,078881172X,"[1, 2]",4,AXFI7TAWD6H6X,1171670400
650,078881172X,"[0, 0]",5,A3EUDZQPSJ29EY,1015286400
651,078881172X,"[2, 2]",5,ACIBQ6BQ6AWEV,1174176000
652,078881172X,"[0, 0]",5,A3LOKMXQU4PBT2,1378684800
653,078881172X,"[16, 19]",5,A3FBTJCCNQXW2U,1172966400
654,078881172X,"[1, 1]",5,ACKDSX71VI5HY,1294099200
655,078881172X,"[0, 0]",5,A3JTA7SAV9NSDE,1399507200
656,078881172X,"[1, 1]",5,A1KNDDMERLMDJA,1360540800
657,078881172X,"[1, 3]",4,A3ROZK0G84RGMZ,1173744000
658,078881172X,"[34, 39]",5,A6225HHQKBE2M,1010016000
659,078881172X,"[11, 12]",5,AL5OEDM8TPTKV,1173139200
660,078881172X,"[1, 3]",5,AOVJYIUATQKR5,1060387200
661,078881172X,"[0, 0]",4,ATA4191XF55YF,1366934400
662,078881172X,"[1, 1]",5,A3PEFKRC51RAL3,1360540800
663,078881172X,"[0, 0]",5,ASZKXACXJMANQ,1194220800
664,078881172X,"[3, 18]",1,A2IX78SEP2XHA,1363824000
665,078881172X,"[1, 1]",5,A15PCXPEGGQIVA,1178755200
666,078881172X,"[0, 0]",4,A3J9E135CBVPGN,1391472000
667,078881172X,"[8, 9]",5,A8F2AZWB20X1H,1037059200
668,078881172X,"[0, 0]",5,AX5WY1A0ABG6M,1176336000
669,078881172X,"[0, 0]",5,AFIC7P061OOHP,1246060800
670,078881172X,"[3, 3]",5,A2FEGRJQNU51P9,1174694400
671,078881172X,"[2, 2]",5,A10ODC971MDHV8,1182816000
672,078881172X,"[0, 1]",4,A2YMP0GYNVPLNT,1393027200
673,078881172X,"[0, 4]",5,AK3U4I5LDL4QT,980985600
674,078881172X,"[0, 0]",5,AHV6VBWDPK1DY,1377561600
675,078881172X,"[0, 0]",5,A1N0SF0MTOFXY5,1398211200
676,078881172X,"[0, 0]",5,A32XWYLE3SPSD2,1377561600
677,078881172X,"[4, 6]",5,A2RKI7RPP5CJMG,1173657600
678,078881172X,"[1, 1]",4,A3C7RM6TX18NBY,1014076800
679,078881172X,"[5, 9]",5,A2B215ZBXN382R,1134259200
680,078881172X,"[5, 52]",1,A178D7UPKLU2DP,1171152000
681,078881172X,"[1, 2]",5,A2NJO6YE954DBH,1172016000
682,078881172X,"[0, 1]",5,A1ZSWZX8VPCNWB,1382745600
683,078881172X,"[0, 0]",5,A13WOT3RSXKRD5,1352246400
684,078881172X,"[3, 3]",5,A3VLAZEPO9UJEA,1174348800
685,078881172X,"[0, 1]",5,A12KC4IDE1EWA0,1370563200
686,078881172X,"[8, 11]",5,A2AOZQ3WTNVVOK,1158105600
687,078881172X,"[6, 6]",5,A1IANEBSMVGHS9,1173225600
688,078881172X,"[101, 107]",5,A2I6MHMAZZDCRX,1100304000
689,078881172X,"[1, 1]",5,A2KI1SGCZT2OEI,1366243200
690,078881172X,"[0, 2]",5,A35TT1SGEOYHPS,1178668800
691,078881172X,"[0, 2]",5,A2J48XSIT82TDP,1356134400
692,078881172X,"[0, 3]",5,A5G49ZZVC403M,1026864000
693,078881172X,"[0, 0]",4,A370Z6I5GBWU44,1300924800
694,078881172X,"[0, 5]",3,A2R4XG0L7Z01V8,1176681600
695,078881172X,"[0, 1]",5,A34RO7EAZ5C5FH,1370390400
696,078881172X,"[1, 1]",5,A27XOL4JSZMBYI,1014249600
697,078881172X,"[0, 1]",5,A1MSDMFCLSBNTJ,1370908800
698,078881172X,"[0, 0]",5,A38ZTUNQJVGP6S,1325894400
699,078881172X,"[2, 2]",5,ASDPFZ4F1WD7J,1183334400
700,078881172X,"[1, 1]",5,A2SX0AP507CQ1Z,1402185600
701,078881172X,"[1, 1]",5,A1FULNZXYM28IA,995068800
702,078881172X,"[0, 3]",4,A2INL3AYAT6325,956361600
703,078881172X,"[3, 4]",5,A29Q1SCC4OCO67,1024531200
704,078881172X,"[0, 0]",5,A329U9CDUPKXAC,1036800000
705,078881172X,"[1, 1]",5,A3KEHVZPXA0LOW,1351987200
706,078881172X,"[0, 0]",5,AWSYTZ2I2MW0V,1335830400
707,078881172X,"[0, 0]",5,A1N9S9ZQP79WXA,1230422400
708,078881172X,"[9, 10]",5,A26JGAM6GZMM4V,1172534400
709,078881172X,"[4, 7]",3,A3H9JSM1SUTE4O,1013731200
710,078881172X,"[0, 0]",2,A2B3VV5Y4FHHBL,1402012800
711,078881172X,"[0, 0]",5,AZT60HLHFL0V0,1175040000
712,078881172X,"[2, 2]",5,A1CITRQE2HRW45,1094169600
713,078881172X,"[0, 2]",5,A1XV95ID4PBQSH,1361145600
714,078881172X,"[0, 0]",5,A1GSSCO79PJUC9,1379894400
715,078881172X,"[2, 4]",5,A1C9GCHR99WX3F,1040515200
716,078881172X,"[14, 16]",5,ASEBX8TBYWQWA,1359331200
717,078881172X,"[0, 0]",5,A1TPTRMYHOFPES,1367884800
718,078881172X,"[1, 7]",5,A1DGXVEWGIQF5W,1356912000
719,078881172X,"[1, 1]",4,A2V1KIEKXRI94W,1348272000
720,078881172X,"[2, 2]",5,A1RGTGCP7UG4ZA,1354492800
721,078881172X,"[2, 2]",5,A3J356L2ADK05Z,1179360000
722,078881172X,"[0, 0]",5,A24JGWQAA84MT2,1178496000
723,078881172X,"[1, 1]",5,A96K1ZGW56S2I,1172275200
724,078881172X,"[1, 2]",5,A1MAQQXJZTMSKT,1386201600
725,078881172X,"[6, 12]",5,AYQF4Z1EQDACU,1168560000
726,078881172X,"[5, 15]",3,ARFCORBCTKX1J,1088899200
727,790724960,"[2, 3]",3,A1EM14LBR3ZIN8,1269388800
728,790724960,"[1, 1]",5,A3F7F7QKQP2FKT,1353715200
729,790724960,"[0, 0]",5,A347WOIGVPRXR2,1404950400
730,790724960,"[1, 1]",4,A107H3XGCV6Y4Q,1357776000
731,790724960,"[1, 1]",5,AER15RIMV8E6D,1220659200
732,790724960,"[5, 6]",5,A1P7QEJXZ7ZKP2,1167004800
733,790724960,"[1, 1]",4,A5KKASK7J5YSQ,1374364800
734,790724960,"[3, 4]",5,A1G5R7BCVM5ULQ,1011312000
735,790729350,"[3, 6]",3,AJ8CBMFSPRKQU,1250553600
736,790729350,"[1, 4]",3,A3MV1KKHX51FYT,1333065600
737,790729350,"[3, 5]",4,ABXEOI7SWWSBS,1245283200
738,790729350,"[0, 0]",5,AEQ5LUQ1IK4O,1252022400
739,790729350,"[6, 7]",5,A32GCOTGFJ9XC3,1245110400
740,790729350,"[5, 7]",4,AGEIT17HENDIS,1174608000
741,790729350,"[1, 1]",4,A9RNMO9MUSMTJ,1291334400
742,790729350,"[0, 0]",5,A1FCW3F4Q2YW23,1367539200
743,790729350,"[3, 4]",5,A38J4UP79QTJUP,1174262400
744,790729350,"[3, 3]",4,A1GVKGSN6V1VTX,976492800
745,790729350,"[16, 36]",4,A1622K3BLYEKB5,1240531200
746,790729350,"[4, 7]",3,AHYPS5FZPVSEW,996192000
747,790729350,"[2, 2]",3,ANGH6401L9Y0T,1336953600
748,790729350,"[12, 15]",5,ALR35EFI69S5R,1033948800
749,790729350,"[8, 10]",5,A1S0B6U13Y0F6N,1129939200
750,790729350,"[4, 5]",4,A3O42A5CTJVH9O,1127692800
751,790729350,"[0, 0]",5,A11VSW8IG8C161,1372636800
752,790729350,"[0, 0]",5,A2TCRRFZLK0VUR,1355356800
753,790729350,"[1, 1]",5,A3UJW0K9JXM5HZ,1284076800
754,790729350,"[1, 4]",2,A1LHMSY3Q46PJS,1321488000
755,790729350,"[132, 159]",5,A3AVXCMJKARIF9,937699200
756,790729350,"[6, 7]",4,A1TEMNM9ZEOLJ6,1249171200
757,790729350,"[1, 7]",3,AFTMZS0VB5R2I,1326499200
758,790729350,"[0, 0]",5,A3RTG4U54DIKJQ,1371772800
759,790729350,"[4, 5]",2,A3CWRKJTB2SEQS,1215388800
760,790729350,"[39, 42]",5,A27DHFFWMH042Y,995932800
761,790729350,"[2, 3]",5,AHY02FW3KXSXH,1181347200
762,790729350,"[0, 0]",5,A39CX0EE4BZCZC,1246147200
763,790729350,"[1, 2]",5,A2JERGPICMGFWB,1252713600
764,790729350,"[0, 0]",5,A1TRTOL0R5UHHM,1367625600
765,790729350,"[6, 10]",4,A1H5DYZC7VI9HM,1245283200
766,790729350,"[146, 155]",5,A3EXWV8FNSSFL6,1244592000
767,790729350,"[0, 0]",4,A31GBCW6YPY9OW,1381276800
768,790729350,"[1, 7]",2,A2MR696ZU17F12,1275004800
769,790729350,"[0, 0]",5,A57BHZ2BQ6E8,1397692800
770,790729350,"[0, 5]",3,A2XLVPFARI7C8D,1244937600
771,790729350,"[1, 1]",5,AMIOJTJKB6JIQ,1313366400
772,790729350,"[0, 1]",5,A1U3LWEEKCKHGM,1237939200
773,790729350,"[2, 3]",3,A2Y9SGGHY0GCEC,1274572800
774,790729350,"[1, 4]",2,A1PEYH5IMQTVHC,1249603200
775,790729350,"[2, 3]",5,A29COAL60SB48B,1081900800
776,790729350,"[6, 6]",4,ADS5APY1NKTL4,1188000000
777,790729350,"[4, 9]",5,A2VJ80PM1G00QV,1268524800
778,790729350,"[3, 8]",5,A2C9JTFW6KNB4I,1128384000
779,790729350,"[19, 23]",4,A36CHPMHHD1IO5,1092528000
780,790729350,"[3, 3]",5,A4DEQMU5MZMPH,1244678400
781,790729350,"[4, 10]",5,AFUGKYQDO9C7N,1244592000
782,790729350,"[2, 3]",5,A1PLAD19KKYX6H,1124928000
783,790729350,"[3, 4]",5,A31AQ1DQ77G7Y1,1250380800
784,790729350,"[22, 24]",5,A1RJJ56MBJMX87,1088208000
785,790729350,"[0, 0]",5,A249M606382ZLV,1396569600
786,790729350,"[1, 1]",4,A1W5U6443BKM84,1344470400
787,790729350,"[4, 5]",5,AJEOAE62QE5Y1,1006214400
788,790729350,"[0, 0]",5,A37BTU85F17716,1279756800
789,790729350,"[11, 14]",1,AX8GS1MJNHXD0,1251590400
790,790729350,"[14, 20]",2,ATNZ6ZION5HI1,1110412800
791,790729350,"[8, 10]",5,A16CZRQL23NOIW,1097712000
792,790729350,"[1, 1]",4,A3JB85DCJNEXSN,1254873600
793,790729350,"[6, 7]",5,A34WLHY06FVBKP,962755200
794,790729350,"[0, 0]",5,A1FYUCCC8CX1E0,1380240000
